,review,sentiment
431,good year films maybe even great one missing gong went long way convincing fans old oscar little hood ornament good party members nominations single title academys disdain one greatest directors one wait another years whatever prejudices prevented handing statue allowed give schindlers list arguably good halfpolishdo get wrong schindler classic knocking africa year either mind class behind one epic story suffering hope brought tears big cryermaybe music superb cinematography sumptuous likely simply acting whoopi proved us much comedienne danny glover would never heard course oprahthe rest history time knew,1
432,sure legitimate submariner would happily ship usos seaview yes could play fullcourt basketball torpedo room large bout bay windows bow better see giant squids minefields appear nowhere mention colorful messcook parrot shoulder admirals stateroom appears loft big bleeping subok okit never going win prizes authenticity sub laughable plot even worse somehow van allen belts radiation hundreds miles space caught fire going make global warming look like weenie roast pompous admiral nelson walter pidgeon along sidekick lucius peter lorre looking suitably uncomfortable hatch scheme put fire firing missile midstthere plenty intrigue sic along way bornagain survivor little dog two dames never leave well enough alone passel red shirts expendable plot holes big enough godzilla walk thrill seaview chased looks like miles per hour another sub need advanced sonar follow feet asternthe movie careens one cliffhanger another payoff anticlimactic pointless certainly worth hour minute waitthe technical adviser shipwreck must year old boy stack popular mechanics magazines worth watching riff upon,0
433,deeply humorous yet honest comedy bunch grownups bill paxton julie warner kevin pollak elizabeth perkins vincent spano matt craven diane lane invited back spend week tomawka camp ontario canada former consuelor alan arkin writerdirector mike binder drew upon experience camp main source creating gentle understanding yarn makes sense also movie plenty funny moments completely bizarre like favorite one involves using masking tape newton thomas sigel usual suspects three kings provides film impressive shots canadian wilderness among cast sam raimi director evil dead films gift appears arkins bumbling righthand man one thing film reassured camp site bloody murders,1
434,bought movie sight unseen scifi convention got deserved something silly simply put movie implausible boring unwatchablei bored disgusted lack plot development turned watch repeat mythbusters understand low budget move least looked like low budget move excuse horrible acting terrible plot even worse camera work looks like something group college students classes getting drunkmaybe villain laughable plot something actually could happen real life respect law enforcement might become bad funny movie funny bad,0
435,sorry jacqueline hyde get jack l hyde jekyll hyde worst acting side hardcore porn mention script apparently written firstgrader undiagnosed learning disabilitiesjackie hyde inherits old mansion grandfather never knew guess yes inventor special formula slowly takes ones body mind yes mr hyde despite nice skin scenes film fails register feeling emotion uncontrollable laughteras much poor jackie tries cannot stay away granddaddys special formula result hour half wasted time,0
436,one word describes film bad idea movie even made got dennis hopper star film stuart gordon better director hopper much better actor film plain stupid like square pigs idea interesting love scene involving cyborg avoid film costs,0
437,expect lot ghost stories expect story make bit sense asking much screenwriters filmmakers bad guy sudden becomes homicidal maniac solely bunch crows start pecking problem spending ticket alfred hitchcock would spinning grave anyone learn anything college film class good movie roots interesting storyhere ridiculous messages movie desperate financial problems move chicago middle nowhere north dakota grow sunflowers kid toddler serious neurological problems car accident move away best hospitals speech therapists country isolated small town best community hospital hire drifter live work blue without checking references teenage vixen daughter wife toddler glad parents town everyone knows everything would problem missing triple homicide outside town course blame mans lunacy bad crop sunflowers anything else grow north dakota couple days buy rundown house huge vines growing everywhere reminds jack beanstalk guy xfiles ala smoking man glad see cigarettes get guess inhale suddenly sneak working offer sale price home plus absolutely reasoni think get picture seen many godforsaken awful movies past month blows mind difficult make movie treat audience like idiot glad least crows sorry film turned brains wish could say whomever thinks going make money celluloid piece trash,0
438,calling dsciples grab friends hit theater see hell movie opening sequence credits laughing self breathless movie wild ride history bullcrap list things done chronicling rise power huge fan rage kagekyle gass jablesjack black naturally loved movie helps know show first cd funny hilarious vulgar lyrics rocking rhythms massive amount pot smoking cameos outright insanity story line movie dsciples newbies alike many songs referenced two kings tribute kielbasa many audio tracks like cock pushups every fan audience saying remember well new comers saying fing hilarious highly recommend movie body ever rocked movie certainly high competition next spinal tap one best ever,1
439,ostensibly story young child jimmy stewart doris day kid gets kidnapped keep parents quiet know something plot assassinate ambassador unnamed country performance albert hall londonthe movie rich hitchcockian incidents friendly opaque frenchman seems grill innocent stewart doctor indiana little intensely merely idly curious later frenchman shows arab disguise knife back whispers information murder plot stewart stewart tells wife doris day looking saucy indeed refuses cooperate police risk sons lifeinstead couple try track assassins buy get son back taking morocco hitchcock given us usual tourists eye view customs locations food london hilarious wild goose chase involving setto stewart staff taxidermy shop staff concerned guarding halfstuffed specimens anything else shuffle around protectively holding carcasses leopard swordfish course scuffle stewart manages save throat cut swordfish bill bitten hand stuffed tiger action boosted along bernard hermanns bumptious score scene ends stewart rushing door hitchcock ends shot lions head gaping slammed door also running gag well done visitors waiting around couples hotel room london waiting things explainedthere two serious issues lightly touched one relationship stewart day rosy ought considered bourgeois ideal stage musical star years internationally known given marry ordinary guy happens doc understandable say nurse flight attendant almost woman international star promising career right delved edginess noticeable original version reminds little exchange joe dimaggio thenwife marilyn monroe returned entertaining troops korea oh joe gushed ever see ten thousand people stand cheer seventy thousand muttered joe former hero new york yankeesthe second problem one allegiance greater social value ones young son unknown ambassador put loved ones risk sake national stability day faced dilemma starkest form climax albert hall solution opts allegiance political stability although motives problematic scream save ambassadors life release anxiety overwhelming cf alec guiness falling detonator end bridge river kwai photography extremely good settings menacing even quiet street residential neighborhood london midday stewart alone determined frightened footsteps echoing gulliver street someone somewhere followed life danger hell everybody lives street hitchcock pays close attention location details make garden wall bonding bricks beside himthe director rare disagreement francois truffaut interviewed truffauts otherwise laudatory book truffaut argued earlier version man knew much lacked depth later version hitchcock replied seems want make films art house audience finally agreed s version work talented amateur version work professional argument therethis hitchcock pretty much near zenith,1
440,film really disappointed acting atrocious unbelievable actors story incredibly obvious group independent actors stage passion play turn start live lives characters play watching lot movies lately thanks netflix first one watched way long time felt need see end know end storyfor seems modernization gospels either sacrilegious enlightening cannot speak raised christian church said raised us live increasingly christian culture curious enough jesus modernization religion better worse seen mel gibsons version guessing liked one like except conservative wish better filmlots reviews praise arcands direction especially cinematography liked neither film rather prudish preachy believe characters personae never involved screen lives play within play much dated would think carry weight real time production beside point really needed work would stronger development characters plot support philosophical theological questions film would like musical choices obvious unoriginalthere two examples come easily mind firstly reenactment parable jesus driving money lenders temple lead actor fallen woman play magdalene also model dancer becomes enraged must debase auditioning commercial wicked producer plenty panting men audience pants trashes place chases guess level film wishes reach romance two entirely arbitrary emotionally realized scene played like highschool rendering death salesman ie well please stop hitting head highhanded significance relationship female lead priest asked play eventually turns betrays nowadayscorrupt church sleep guy brings much pleasure little pain ah saintly whore lovable old coot seems enough arcand signify worth trouble enrich enliven characters going motions reaching eject buttonfeel free write bored jaded interested feel free watch movie see passion beauty sadness inspiration delivered amateurish gimmicky charade feel free preconceived ideas affirmed see shred artistic integrity forsaken monotonous drivel say warn,0
441,jack webb riveting marine corp drill instructor di webb play sgtjim moore tough fair marine whose job prepare young teens possible combat one could played role better jack webb former marinei assure accurate film dealing basic training corp extremely entertaining,1
442,sitting big wing chair huge book lap one bela lugosi looks camera dreadful vocal delivery sounds mocking reading shakespeare intones sloooowly mans constant groping things unknown drawing endless reaches time brings light many startling things snicker startling seem new lugosis eyes bulging raised eyebrows mouth sneering continues new signs ages cue visual lightening accompanied sound thunder continues rumble astonishing secondsand begins arguably worst film ever made movie almost defies description told semidocudrama style unseen narrator explaining plot story revolves around vicissitudes man named glen ed wood jr crossdresses hence reference glenda film real structure instead consists mostly random assortment vignettes may may relate glen crossdressing motif one long sequence consists unknown woman wriggling sofa followed man whipping woman would today refer smthen odd moments bela reappears apparent reason babbles inane dialogue like wrong right right wrong pull string dance huhabout twenty percent films visuals consist stock footage accompanied vo relates story motif visuals hence see stock footage bustling city streets freeway traffic thunderous herd buffalo playground full kids gets worse film crossdressing consecutive seconds stock footage foundry furnace making hot steel consecutive seconds battle scenes wwiieven simplest items botched one scene see newspaper headline reads man nabbed dressed girl underneath headline clearly glued pasted article taxes one favorite scenes offscreen woman spouts airplanes creators voice sounds like inhaled heliumexcept performance lyle talbot acting uniformly horrendous production design cheap looking drab got love tacky wallpaper editing sloppy background music suitable style elevators bw cinematography way much contrast costumes look like something came thrift storethis film bad makes plan outer space look like citizen kane comparison know one could make film worse ed woods glen glenda thankfully got bela lugosi every time opened mouth gazed camera big bulging eyes fell floor laughing,0
443,oh lord thinking one frantically unfunny worse good original trashed bargain jane fonda believe actually turned performance life one even better plays whore called performance life maybe flat good crook time wow waste time segal team beautifully even remotely got glimpse anything funny baby catch anvil upon got beaten pulp frombecause little one remains ones horror nothing baby remotely funny except maybe couple moments dick jane bulging lipped lepers cannot kiss uhhoh lord well looks like truly bad film,0
444,movie scary moments great use music film angles build suspense obvious director ethan wiley scriptwriter ellary eddy waste time researching subject matter also makes question claim exorcism scenes overseen genuine catholic bishopamongst many inconsistencies jacob roman catholic priest first meet outside church wearing academic robe clericals rather typical alb chasuble surplice academic robes commonly worn protestant ministers liturgical denominations roman catholic priests jacob priest quotes obscure disturbing scripture angels taking weapons attributes st paul verse st pauls writings neither bible cannot even find gnostic scriptures jacob tells bishop believe demon possession turns request study exorcism complete later day within minutes talking possessed isabelle sure possible little unrealistic see father damien priestpsychologist original exorcist bit realistic portrayal skepticturnedbeliever miguel former priest turned farmhand first try exorcism isabelle quotes scripture quotes back says see know psalm corrects psalm wrong miguel former priest got done performing exorcism making sign cross calling name christ applying holy water etc tells jacob believe church believe god maybe conflicted jacob enlists put homemade vestments another go anyway miguel former roman catholic priest crosses backwards eastern orthodoxstyle hispanic roman catholic used priest crossed forehead sternum leftside right side chesti read little side stories get notion satan messing whole family isabelle even end hard say sure anyone really guilty images heads demonic trickery except sheriff pretty clear guiltyon positive side isabelle creepy opinion best part whole movie liked plot twist clairei sure movie meant serious spooflistening running commentary cameron daddo ethan wiley inclined believe joke,0
445,like film several reasons soft spot films intricately plotted criminal plots like topkapi also enjoy films like topkapi big deal madonna street spoof genre one best ones disorganized crimecorbin bernsen met four cons years decides useful bank robbery planning small montana town given details crime fellows really know shortly sends bernsen arrested two new jersey policemen ed oneill daniel roebuck escaped warrant bring back custody four cons fred gwynne lou diamond philips ruben blades russ show without clue except bernsen planning something first twenty minutes film deal four cons slowly getting used gwynne philips managing push away suspicions figure trust time see bernsen patiently waiting right moment escape oneill roebuck difficult brightest bulbs ever existed result two sets plots keep juxtaposing throughout film four cons trying figure bernsens scheme put operation bernsen trying maintain freedom pursuers regain cabin hopefully find gang take command also third smaller plot involving growing annoyance anger local sheriff hoyt axton idiots new jersey keep getting hairthere many delightful moments film axton egged oneil roebuck surrounding house town bernsen supposed hiding inside yelling megaphone come surrounded scene switch huge montana plain bernsen struggling stumbling miles police think moment moments misadventures four cons fortunately put oldest gwynne leadership position always guarantee anything one point car start thumb ride truck unfortunately truck carrying manurethe conclusion gang successfully carrying robbery including disabling police cars critical time philips specialty cars also gem timing suspense comic results film entertaining certainly worth watching,1
446,normally glutton poor movies thing stunkdo watch movieterrible effects little humour hell point making movie gore speak acting speak ofi could manage minutes rat dropping movie rare mesomething positive say drivel cover art ok pretty sure movie ending even though make itthe rats unorganized blew lines constantlythey lacked intensity seemed going paces paycheque actors worse,0
447,enjoyable fastpaced way earth actor playing mat could eighteen however main thing act eighteen convincingly must credit audition convinced cast quite soon accepted naive young country boywhile best performance others also engaging particular interplay policemen natural wellbalanced worked wellit minutes long plot complex key style whole thing slick vibrant backdrops atmospheric especially fact colours extremely rich gangland identifiable foreign audiences still manages distinctly australian,0
448,woman cannot strong character movie without sleeping leading man campaign manager movie dreams leading tom sellick white house think earth must affair added nothing plot served demean successful women value tidbit cute slept husband scene also could people made movie watched national conventions spoofing airing two major political conventions served highlight total ignorance nomination selection process,0
449,wonderful family film staple christmas time mystery true lost film first encountered flickering away old black white rca million dollar movie still vogue channel new york city rudolph mate directed fantasy nestled everyone christmas tree never released home video bad believe saw part amc years ago cut many older films rotation tcm take slack play easter christmas eve movie santa aunt bee hostess cupcake lady actor first name king cannot bad ann blyth sally bundle energy school years rushes chapel pray st ann help give guidance mixedup financially strapped family works graduates places statue st ann bedroom one point entire omoyne residence moved another address think done put end neighbor dispute omoynes dastardly fellow next door blyth cute button edmund gwen play reclusive grandfather sleep allinall satisfying movie experience,1
450,rented video slow saturday night first viewing thought funny took get used american caricatures attuned british grotesques enjoyable watched next night really warmed characters seemed human lovable even film one could watch several times get time however wife hated accounting tastes humour suppose,1
451,oh awfully movie know horror film drama story genres established well story moving slow boring sleepy beginning end movie really bores really liked camera work authentic fresh clear acting great little boy great performer movie made jump seat movie makes grab pillow lay bed sleep credits rollboring worth watching tell movie sucked,0
452,cannot get past message movie laid much clearly ignore obscene lost sense read novel pollacks film opens scene ciafront organization new york broken two professional assassins headed max von sydow proceed brutally slaughter half dozen quirky staff members come know understand staff include elderly female receptionist fussy elderly professorial guy toupee falls machinegunned joke last beautiful tina chen looks copier realizes murdered says pitifully brave scream von sydow replies sympathetically know murders completely unexpected savage unmotivated anything aware graphic brutal scene absolutely way von sydow henchman redeemed yet exactly pollack tries towards endafter killed innocent good guys von sydow switches sides side willing pay assassinates evil mastermind behind complicated intramural cia plot script turns perfectly reasonable sensitive human better live europe things rushed whatever swear making pollack wants us believe better honest mass murderer crooked bureaucrat message write case forget exactly kind psychiatric shambles order turn ordinary values mention common sense upsidedown like understand thoughtful adults dislike government united states even hate see conspiracies everywhere providing kneejerk explanation otherwise unexplainable events know people think way exist number among closer friends nevertheless point dislike hatred increases intensity must pass beyond politics ethics realm psychiatric moment believe man murders people money better sinister government official care suave cultured murderer whether knows reach louvre metro whoever purveying message needs either medication meditationi would like able argue production thoroughly rotten message cannot quite well done ways worse makes film less dismissable even new york city looks photogenic screen long time since thought new york photogenic robert redford admirable job projecting characters initial shock confusion turns telecommunicational semigenius man looks fine wardrobe right even rimless glasses becoming peacoat everyone make navy pea jacket look glamorous seems extremely handsome swine want look like want wear denim shirt tie panache faye dunaway alright role believable role would anybody eagerly sleep guy kidnapped holding gunpoint even look like redford would anyone emotionally wounded ambivalent relationship end redford asked tell anybody happened cliff robertson surprisingly good one two extremely good doubletakes mailman superb fight redford crowded apartment exquisitely choreographed really know sure turn redford book reader seems mismatched brute cunning hired assassin one john housemanns final roles shame magnet screen end life friend finds lost wandering streets new york neighborhood would familiar life yes movie well executed cannot ignore vicious paranoid message problem leni riefenstahls triumph olympic documentary announcer watching foot race jesse owens pulling lead says ominously negro dangerous,0
453,film absolutely brilliant buzz rush makes want go blow wages loose weekend sanitation come together one without care world film layered depth dialogue places spot especially jip characters instantly likable one particular obviously dyers character views star wars really geniusif ever got hour kill going stick immediately feel growing confidence definitely recommend,1
454,second baby burlesk short released probably popular one spoof silent film price gloryi watched understand kiddieporn claimed cute little film seen family shows grew watching s s little girls dressed provocatively acting mature manner provocative dressed diapers nothing provocative diaper unless one fetishes joke read description movie states pedophile would enjoy watching sick watch bothered maybe need look psyche try figure bothers innocent film made parody another film bb films parodies nothing parodiesspoofs today graphic nature true almost pornographic scenes quite vile language appalling watch without issue sometimes take childrens stories turn filth parodies get skin babified word know adult movie know pornographic silent films huh mention forbidden hollywood precode era films vile filthy would never make filth today note sarcasm,1
455,screenwriter director intended open hearts movie musician wanted music succeeded commonplace human situations became original personal immediate personally felt touched situation believe would credit power music combined point view person writing movie without spoiling say moved movies approach living actually cried ofwhat joy empathy deep emotion long time would love find way show others saw seattle international film festival,1
456,went looking movie read tom clancys red storm rising novel timeless masterpiece th century russians invaded germans movie made orders joseph stalin warn soviets hitler germany battle scenes wonderfully done showing need computer animation make great fight scene probably sergei eisensteins greatest work also see battleship potemkin history buff polisci major watch movie,1
457,tried watch adaptation awful could torture like performances quite subpar exception ariel fonda way top role handled subtlety studied shakespeare seen many adaptations far worst one ever seen wonder earth someone made film shakespeare beautifully adapted many cases one must watch film may suggest drinking game take drink every time go book original idea two drinks every time fonda overacts quite drunk short time,0
458,steve irwin admire man willing throw river clearly filled crocs snakes lizards tons poop aforementioned reptiles mud daily enthusiasm never able make want managed make wife come closethis movie fall parallel universe film category films people teeth drilled migraine film experience therefore like quiet mediocrity currently well populated disney films noisy well steve noisy happy time would cut right blasé teenager hear movie stupid tylenol codeine would say enthusiasm catching would room full snakes happened yet agreed beauties still going pet themplot indeed predictable bad guys bad minute thought shopping consumer electronic superstore movie filled animals steve terri watched plot could call really reason throw yet another croc truck expectations low stayed wayi hoping though would bit sequel steve terri worked acting skills movie real plot animals fur still cannot believe see steve anymore hope terri children continue involved australia zoo discovery channel least cannot imagine seeing crocodile without member irwin family telling forcefully wonderful croc crikey,0
459,film fun little private eye detective story like made tom conway suave detective called falcon goldie locke name wisecracking bumbling sidekick louisa braganza damsel distress course damsels maid professor secret formula bad guy wants formula police inspector falcon murder falcon gets implicated scenery night clubs expensive hotel rooms luxury train suburbs beautiful cars go watch little gem see pass afternoon tv,1
460,kid remember watching visiting friend uncle phil back dinosaurs story silly cartoon dinosaur called rex voiced wonderful john goodman tells little boy dinosaur story dinosaurs came back earth live explains part thing brought back along friends doctorprofessor villain film think might responsible back care kids might like personally cheesy john goodman probably decent thing poor,0
461,one people walk movie based source material automatically say book better know better demote value movie faithful adaptation lengthy process lots decisions go making movie sometimes directorseditorscinematographersproducers control certainly original authors control therefore unreasonable expect movie exactly word word book play video game disneyland ride whatever movie judged standard fits society moreover successful movie made material relevant society belongs based source material relevance needs reexamined enhanced filmmakers films like blood follow paradigm based novel written turn century oil feels relevant things like iraq war energy concerns films country origin us experiencing even king kong based original film benefits using new technology concerns animal rights people havewith said understand even bothered make movie besides great performances guaranteed oscar nods shanleys directorwriters fee royalties get movie seems come nowhere simply stayed play movie essentially play says nothing new reprehensible sexual atrocities committed many cases covered catholic church abroad says nothing new different original play cannot help compare movie another movie came around time frostnixon also based play frostnixon nixons regrets seems relevant seems come time president bush leave office regrets nixon depicted playmovie war presidency could easily reflected bush presidency respect frostnixon seemed relevant actually benefited wider distribution via film got people talking reflecting political status quo country time contrast doubt felt like yesterdays news seem offer anything play offerof course movie good performances outstanding screenplay adaptation apt stay play besides marketing financial reasons make movie gave audiences nothing new discus awful subject,0
462,movie fascinating look creole culture society african americans aware two children products paternal grandmother whose father member gens de couleur libre black skin woman whose parents exslaves married outside culture cut family except one sister took pity brothers plight raising children great depression providing family food whenever could course clandestinely aided family fearing excommunication daughter fascinated movie made part library,1
463,movie really nothing besides admittedly wellcrafted series tense sequences punctuated inevitable gotcha end really character development real plot speak skeletal motivations characters anything trudge forward unavoidable dooms excuse show creepy ghost kid seems gotten family cat mixed ectoplasm ghost mom long black hair hanging face kind like ring take bunch cardboard cutout twodimensional excuses human charactersthis englishlanguage version grudge equivalent cinematic junk food satisfying momentarily really ought living onnot recommended,0
464,emma horribly flawed film based jane austens classic novel read book really know much plot yet still predicted nearly entire plot also many scenes frustrated bad writing directing film though reason entertaining loved course scenes disliked majority well acted funny gwyneth paltrow gives one best performances heroine emma film also stars toni collettewho okay much better ewan mecgregerwho also better still good alan cummingwho never really impressed pretty much jeremy northamwho performance rather wooden first look actually fairly subtle even needed much better adaptations jane austen books one still entertaining worth watching,1
465,indeed amazing adaption missed first episode unfortunately missed bonding characters smooth flow storyline soon watched second third instalment blown away ordered dvd less week later unable wait come went straight brought book moment opened hooked could put decided finish whole book dare watch dvd preferred book got inside characters minds could understand totally coming role within story missed lot adaption disappointing book master piece think could done superbly able stretch longer period time considering able fitted hour slot think done excellent followed main twisted storyline brilliantly actors enrolled main characters amazing love making scene pure beautiful tender loving showed natural homosexual love totally blown away book tv adaption loved sarah waters previous novels also found tipping velvet adaption quite enjoyable read watched fingersmith knew none previous novelsadaption could beat sarah waters indeed exceeded time recommend watch adaption tipping velvet thing let put one fingersmith whole new ball game beautiful yet dark twisted story love greed betrayala must see,1
466,show great episodes one terrible episode hard follow man death house dig cat real gonethis episode couple married peggy ammanda plummer charles stephen shellen first five minutes find charles married peggy money two go honeymoon car breaks dirt road seek refuge old abandon mansion charles soon finds secret peggys familyin opinion watch episode expect feeling rest episodes first season,0
467,cannibals intrigued title real cannibal appeal film let instead shown strange man revisiting papua new guinea village full natives one lover several decades prior man tobias schneebaum new york jewish come somehow intertwined documentary appears yamika several scenesthere real cannibals stories relayed natives tobias together bad film interesting great cinematography schneebaum remains highly likable throughout provides us fascinating glimpse life far removed western civilization one getit claims cover plot summary kids,0
468,movie entertainment imagine friends love spending time ones know inside becoming bit silly perhaps taking character two film inventive script brilliantly performed pleasing masses one fun bunch brilliantly talented people sure thought signed review sounds completely unfair think person wrote wrong frame mind watched film lighthearted moment great dignity care looka job well done thought great film would watch north american norm dayin nutshell best film ever going see hell lot moments laughed long age,1
469,really enjoy movie first time turner classic movies actors well brynner steals show like always sexythis one movie see brynners emotions actually movie first ever seen laugh plays strong largerthanlife serious roles movies movie see masculine tough sensitive side brynner brynner seems ladiesman moviethat amazing brynner eats glass cup speaks russian tongue drives crazy love understand brynner kerr good chemistry stars movie together brynner always die end kind reminds king way,1
470,great british film cleverly observed script many quotable lines captures perfectly magic mushrooms man weekend per usual phil daniels excellent along rated british actors geoff bell peter bowles joint hanging mouth casting masterstroke gary stretch brooding looks brings something strangely atmospheric piece although seems billed biker movie think find audience outside purely premise lot people done got tshirt also great original soundtrack blinding version freebird really could st century heir famous ealing comedies like weed welsh fields grower,1
471,family dad louis dale midkiff mom rachel denise crosby year old eileen blaze berdalh year old gage miko hughes move beautiful house maineseemingly unaware semis roar highway front house every seconds neighbor across way wonderful fred gwynne makes feel homeand shows pet cemetery children bury pets little sacred ground bring dead back lifebut dead come back nasty mooddefinite spoilers novel stephen king goodit long developed characters situations made care happened movie jettisons character development plays gore violence animals killed camera know faked still repulsive little boy hit semi casket pops open funeral totally sick scene brought back life attacks kills people including mom wonder year old able hang ghostly jogger ask tries help family reasonthe movie works audience shoving every gruesome death violence face goes way shock end spoilersacting help midkiff dreadful fatherhe handsome buff totally blank crosby much better two kids annoying gwynne singlehandedly saves picture effortless good acting picture shows total contempt audience taking large leaps logic characters incredibly stupid things especially midkiff end movie inexplicably huge box office hit led even worse sequel saw theatre back disturbed audience kept cheering violence appalled saw sick repulsive horror film waywhen think cannot get worse ramones sing title song want buried pet cemetery truly beyond belief,0
472,great example good dumb movie high art means script anywhere close woody allen mel brooks killer tomatoes series four movies cartoon series basically goodnatured romps gleefully trampling kind territory zuckers ruled switched making serious flicksas title suggests fourth installment killer tomatoes trilogy deals killer tomatoes plot france case professor gangrene john astins rd time role plan rule france ancient prophecy return rightful king france steve lundquist returns igor humanoid tomato wants sportscaster happens dead ringer longlost true king france obviously also plays aforementioned k f happily skewering french languageopposing fearless fuzzy tomato like others ft introduced second film would main character cartoon human allies mark price recently unemployed result conclusion family ties series plays thinly disguised version passing michael j fox way win girl dreams angela visser dream marie gleefully bouncing unabashed virginal sexuality borderline psychosis oh former miss netherlands film career another returning member killer tomatoes stock company rick rockwell best known hapless title subject wants marry millionaire like cocreator john de bello rockwell works front behind camera serieswhat say jon de bello much really except singular vision managed pull done apparently dropped obscurity john ever see thanks giving us killer tomatoesthe script heavily obnoxiously aware movie like return killer tomatoes action occasionally veers set middle film crew mark price funny forum complain lack success compared former costar michael j fox biggest budgeted killer tomatoes flicks nice sendoff series okay show moved fox kids cartoon series also quite clever cartoons,1
473,relief find imagining programme summary taxman great remember finding haunting particularly family viewing must time watched think girl age part attraction leads blond hair permanently sad state theme played flute recall although cannot remember went think intro showed playing maybe played flute programme especially sad maybe destined never know ended see clip hear tune least know,1
474,oh boy oh boy cover worn vhs picture sandra bullock name written top think reason chance sell movie nineties sandra bullocks name bullocks fans disappoint sandra thing watch movie performance call acting rest movie fun watch first fifteen minutes bad going worse much worse directing awful acting awful script awful dialog awful action awful music quite good actually typical score eighties action movies movie bad goes close anything andy sidaris ever produced bad proper word describe poor attempt movie still sandra bullock super cool sarcasm jake lamotta tried marlon brando think bring film dvd could cool write cover academy award winner sandra bullock hangmen,0
475,hilarious insightful perspective dating world portrayed beat comedy first time writerdirector peter cohen story unfolds four male protagonists meet weekly local diner confer dating woes meet brad goodlooking wallstreet playboy quickwit sharp tongue zeek cynical sensitive writer jonathan sexually perplexed nice guy affinity hand creams masturbation eric married guy cherishes weekly encounters single friends hope enlightenment boring banal married existence trials tribulations mens single lives new york amusingly expressed mirroring sex city hbos new comedy mind married man bring astute light scamming story takes twist three singletons meet miawittily played amanda peetand fall seduces uncanny ability conform personalities exhibit come realize met fallen love woman chose friendship whipped realistic portrayal dating world one critics failed recognize plain language missed point protagonists caricatures real people exaggerations hysterical mixing satire humility taken seriously critics disparagement suggests see movie laugh start finish,1
476,go many heist comedies might care one actors made first saw years later almost similar happening even though obviously much less serious comedy one mafia figure takes kidnapping rather turns different direction altogether course raquel welch play kind sharp character faye dunaway happening make sexist film either practically playing stock character almost version moll completely biased among first films ever saw time saw could turn around without seeing poster luckily think robert wagner really right neither thoroughly likable dislikable leader group edward g robinson naturally vittoria de sica godfrey cambridge actor always managed funny,1
477,depiction forlorn japanese forces philipines tour de force utter meaninglessness war effective representation japanese pacifist views ww ii movie japanese soldiers left fend jungles philipines faced impending starvation resort cannibalism gradually lose little humanity left call film depressing would something understatement viewer left utterly despairing sense lifes lost value modern combat final scene almost nihilistic film worthy statement nonetheless highly recommended,1
478,takes patience get david lynchs eccentric change lifeaffirming chronicle alvin straights journey stick though moves slow straights john deere meets kind strangers along pilgrimage learn much isolation aging painful regrets secrets ultimately power family reconciliation richard farnsworth caps career years genuine performance sad poetic flinty caring sissy spacek matches slow daughter rose pines private loss caring dad rarely modern film preached positively family,1
479,show exhausting watch two numbers drowned world substitute love paradise sit contemplate opening show go history visually thrilling madonna enters stage via gigantic swarovski crystal ball comes ceiling huge screens behind show images horses galloping horses play role show due madonna falling one infamous scene madonna crucifix show huge screen counts million number many african children orphaned due aids end website address comes anyone interested donating go theme environment images politics religion shown interlude show starts music love new york ray light part show one favorites dancers funny hand movements towards end music number song disco inferno mixed song dancers make presence known ending full energy show wraps tunes lucky star hung hundreds golden balloons fall ceiling end message confessed comes dvd worth buying came soundtrack show added bonus jonas akerlund great job footage show keeping consistent style tour,1
480,watching quintet unlike watching group people playing word game portuguese language understand get idea playing game watch closely enough may begin understand rules bother since clear cannot join would want chancedirector robert altman one beg audience like films let alone understand sometimes let us slip picture part crowd like mash nashville wedding films full hubbub orchestrated chaos one two bodies scene would make much difference times seems resent fact someone might even watching film images three women stories almost personal monologues made audience one altman quintet altman seems purposely dare anyone become involved narrative cannot depend altman logical expected sometimes thing makes films remarkably iconoclastic sometimes unexpected daring dumb instance quintet introduced young woman apparently last person earth capable getting pregnant indeed child last ray hope decaying society almost immediately extinguished altman even wait end play last depressing card elaborate nihilistic pessimistic tale let us us know empty meaningless life right bat brave maybe stupid definitely devoid purpose tries build story rapidly melting iceberg reminding us pointless effort record quintet least claim prophetic story centered treacherous game played various bored characters form tag assassination game handful people target elimination wouldbe assassin wouldbe victim two form alliances kill third die new targets assigned whoever lives wins happens exotic inhospitable wasteland great extent extreme scifi version survivor minus commercial plugs faked realityit bad concept scifi epic postapocalyptic setting microcosm world cast pointedly multinational game trusted least long one really wins literally cold war steely eyed director taste dark humor violent invention could field day mystery quintet game played exists game quintet metaphor life altman seems see nothing material chance show life empty meaningless game conclusion obvious untrue given lively albeit cynical nature rest diverse films believe altman believes quintet either altman faith material,0
481,expecting star trek ds premiered slight ds wonderful show right however never really gave fans wanted enterprise show similarity original trek differs enough original ways makes ideas exploration exciting us one primary ingredients made original loved another ingredient success relationships evolved crew members viewers really cared deeply crew enterprise much promise area well chemistry bakula blalock seems promising sexual tension show often become crutch feel tensions enterprise lead much say alot typical think deal grand scale characters different races species even get interesting ideas television also note performances blalock convincing vulcan tpol bacula really whimsy strength character delivers great performance rest cast delivered good performances also gripes follows theme good different little light hearted liking need something little grand orchestral maybe something little electronic sound would suffice one complaint sell many adds could fix selling less ads making shows two parters otherwise end seeing shows final act getting wrapped way quickly one complaints voyager,1
482,hosted robert deniro presents footage outside inside twin towers new york september never grisly gory yet powerful moving real treat anyone moved television show immune anything stars,1
